"Date","Permit Number","Status","Record Type","Project Name","Address","Expiration Date","Created By","Short Notes",
"12/08/2025","PB25-16848","Plan Review","Residential New Building Permit","DR Horton","16604 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16849","Plan Review","Residential New Building Permit","DR Horton","16605 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16850","Plan Review","Residential New Building Permit","DR Horton","16601 PORT ARTHUR PL, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16851","Plan Review","Residential New Building Permit","DR Horton","16605 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16852","Plan Review","Residential New Building Permit","DR Horton","16609 PORT ARTHUR PL, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16854","Plan Review","Residential New Building Permit","DR Horton","16700 LAGUNA VISTA ST, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16855","Plan Review","Residential New Building Permit","DR Horton","16701 LAGUNA VISTA ST, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16856","Plan Review","Residential New Building Permit","DR Horton","16704 LAGUNA VISTA ST, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16857","Plan Review","Residential New Building Permit","DR Horton","16705 LAGUNA VISTA ST, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/08/2025","PB25-16860","Incomplete Submittal","Residential New Building Permit","Jose A. Gaucin","2125 NE 36TH ST, Fort Worth TX 76106",,"Karen Block",,
"12/06/2025","24TMP-041298","Expired","Residential New Building Permit","Vs Builders.inc","4233 AVE H, Fort Worth TX 76105 United States",,"Mariposita40",,
"12/06/2025","PB25-16811","Incomplete Submittal","Residential New Building Permit","Leuda st","1646 E LEUDA ST, Fort Worth TX 76104",,"Mannyrojero",,
"12/05/2025","25TMP-107126",,"Residential New Building Permit","Linda Rainey","3428 WADE AVE, Fort Worth TX 76111",,"DawntoDuskSolar",,
"12/05/2025","25TMP-107142",,"Residential New Building Permit",,"4165 Joshua Springs CIR, United States",,"lariwaites",,
"12/05/2025","PB25-16802","Incomplete Submittal","Residential New Building Permit","1009 Parker St","1009 PARKER ST, Fort Worth TX 76112 United States",,"LeonordelPil@rLopez2025",,
"12/05/2025","PB25-16771","Plan Review","Residential New Building Permit","DR Horton","3655 RANGO RUN RD, BLDG 12, Fort Worth TX 76106 United States",,"Stacie Hamby",,
"12/05/2025","PB25-16772","Plan Review","Residential New Building Permit","DR Horton","3657 RANGO RUN RD, BLDG 12, Fort Worth TX 76106 United States",,"Stacie Hamby",,
"12/05/2025","PB25-16773","Plan Review","Residential New Building Permit","DR Horton","3659 RANGO RUN RD, BLDG 12, Fort Worth TX 76106 United States",,"Stacie Hamby",,
"12/05/2025","PB25-16774","Plan Review","Residential New Building Permit","METRO CODE","17016 MIMBRE DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/05/2025","PB25-16775","Plan Review","Residential New Building Permit","METRO CODE","844 TURNBULL AVE, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/05/2025","PB25-16776","Plan Review","Residential New Building Permit","METRO CODE","716 PAPYRUS DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/05/2025","PB25-16777","Plan Review","Residential New Building Permit","METRO CODE","14924 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"12/05/2025","PB25-16779","Plan Review","Residential New Building Permit","METRO CODE","14936 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"12/05/2025","PB25-16780","Plan Review","Residential New Building Permit","METRO CODE","15000 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"12/05/2025","PB25-16781","Plan Review","Residential New Building Permit","DR Horton","3654 MARINE CREEK PKWY, BLDG 13, Fort Worth TX 76106 United States",,"Stacie Hamby",,
"12/05/2025","PB25-16782","Plan Review","Residential New Building Permit","METRO CODE","637 TYRONZA DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/05/2025","PB25-16783","Plan Review","Residential New Building Permit","METRO CODE","641 TYRONZA DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/05/2025","PB25-16784","Plan Review","Residential New Building Permit","METRO CODE","10616 BROCKET LN, Fort Worth TX 76036",,"April Wheeler",,
"12/05/2025","PB25-16786","Plan Review","Residential New Building Permit","METRO CODE","10624 BROCKET LN, Fort Worth TX 76036",,"April Wheeler",,
"12/05/2025","PB25-16789","Plan Review","Residential New Building Permit","Riverside Builders","824 ELMSTEAD DR, Fort Worth TX 76108 United States",,"BJ Bealor",,
"12/04/2025","25TMP-095570",,"Residential New Building Permit","Pool and outdoors construction","3916 KENLEY ST, Fort Worth TX 76107",,"Telles200599",,
"12/04/2025","PB25-16721","Plan Review","Residential New Building Permit","FTW Area Habitat for Humanity","4132 JOSHUA SPRINGS CIR, Fort Worth TX 76123 United States",,"lariwaites",,
"12/04/2025","PB25-16770","Plan Review","Residential New Building Permit","!004 W Broadus Aguirre","1004 W BROADUS ST, Fort Worth TX 76115 United States",,"SantiagoPulido",,
"12/04/2025","PB25-16745","Plan Review","Residential New Building Permit","545 Verna Trail N - New Single Family Residence","545 VERNA TRL N, Fort Worth TX 76108 United States",,"jonahmills",,
"12/04/2025","PB25-16762","Plan Review","Residential New Building Permit","RIS-17253 OXBOROUGH DR- UNIONMAIN","17253 OXBOROUGH DR, Fort Worth TX 76247 United States",,"Christina Parra",,
"12/04/2025","PB25-16742","Plan Review","Residential New Building Permit","DR Horton","3653 RANGO RUN RD, BLDG 12, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16739","Plan Review","Residential New Building Permit","DR Horton","3651 RANGO RUN RD, BLDG 12, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16738","Plan Review","Residential New Building Permit","DR Horton","3649 RANGO RUN RD, BLDG 12, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16737","Plan Review","Residential New Building Permit","DR Horton","3652 MARINE CREEK PKWY, BLDG 13, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16736","Plan Review","Residential New Building Permit","DR Horton","3650 MARINE CREEK PKWY, BLDG 13, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16735","Plan Review","Residential New Building Permit","DR Horton","3648 MARINE CREEK PKWY, BLDG 13, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16734","Plan Review","Residential New Building Permit","DR Horton","3646 MARINE CREEK PKWY, BLDG 13, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16733","Plan Review","Residential New Building Permit","DR Horton","3644 MARINE CREEK PKWY, BLDG 13, Fort Worth TX 76106",,"Stacie Hamby",,
"12/04/2025","PB25-16726","Plan Review","Residential New Building Permit","METRO CODE","8200 STOVEPIPE DR, Fort Worth TX 76179",,"April Wheeler",,
"12/04/2025","PB25-16725","Plan Review","Residential New Building Permit","METRO CODE","752 BRIGHTSTAR DR, Fort Worth TX 76008 United States",,"April Wheeler",,
"12/04/2025","PB25-16724","Plan Review","Residential New Building Permit","METRO CODE","676 TYRONZA DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/04/2025","PB25-16723","Plan Review","Residential New Building Permit","METRO CODE","2724 CLEAR ROOT CIR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/04/2025","PB25-16720","Plan Review","Residential New Building Permit","METRO CODE","2728 CLEAR ROOT CIR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/04/2025","PB25-16719","Plan Review","Residential New Building Permit","METRO CODE","2732 CLEAR ROOT CIR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/04/2025","PB25-16718","Plan Review","Residential New Building Permit","METRO CODE","2736 CLEAR ROOT CIR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/04/2025","PB25-16715","Plan Review","Residential New Building Permit","METRO CODE","2629 PRIMA VISTA DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/04/2025","PB25-16712","Plan Review","Residential New Building Permit","METRO CODE","2633 PRIMA VISTA DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/04/2025","PB25-16711","Plan Review","Residential New Building Permit","METRO CODE","825 BLUE FESCUE RD, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/04/2025","PB25-16710","Plan Review","Residential New Building Permit","METRO CODE","1724 TRURO LN, Fort Worth TX 76052 United States",,"April Wheeler",,
"12/04/2025","PB25-16708","Plan Review","Residential New Building Permit","METRO CODE","1364 BULLNOSE WAY, Fort Worth TX 76131 United States",,"April Wheeler",,
"12/04/2025","PB25-16707","Plan Review","Residential New Building Permit","METRO CODE","10037 PILOT PL, Fort Worth TX 76131 United States",,"April Wheeler",,
"12/04/2025","PB25-16706","Plan Review","Residential New Building Permit","METRO CODE","10117 THROTTLE LN, Fort Worth TX 76131 United States",,"April Wheeler",,
"12/04/2025","PB25-16704","Plan Review","Residential New Building Permit","METRO CODE","10113 THROTTLE LN, Fort Worth TX 76131 United States",,"April Wheeler",,
"12/04/2025","PB25-16703","Plan Review","Residential New Building Permit","METRO CODE","10109 THROTTLE LN, Fort Worth TX 76131 United States",,"April Wheeler",,
"12/04/2025","PB25-16701","Plan Review","Residential New Building Permit","METRO CODE","10105 THROTTLE LN, Fort Worth TX 76131 United States",,"April Wheeler",,
"12/04/2025","PB25-16698","Plan Review","Residential New Building Permit","METRO CODE","5077 CHITAL DR, Fort Worth TX 76036",,"April Wheeler",,
"12/03/2025","PB25-16690","Plan Review","Residential New Building Permit","New building","1010 CONNER AVE, Fort Worth TX 76105",,"Jorge_serrano66",,
"12/03/2025","PB25-16631","Plan Review","Residential New Building Permit","METRO CODE","9569 VERITE ST, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/03/2025","PB25-16632","Plan Review","Residential New Building Permit","METRO CODE","9573 VERITE ST, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/03/2025","PB25-16633","Plan Review","Residential New Building Permit","DR Horton","1612 HARMONY HAVEN DR, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"12/03/2025","PB25-16634","Plan Review","Residential New Building Permit","DR Horton","1616 HARMONY HAVEN DR, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"12/03/2025","PB25-16635","Plan Review","Residential New Building Permit","METRO CODE","9577 VERITE ST, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/03/2025","PB25-16636","Plan Review","Residential New Building Permit","DR Horton","8204 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"12/03/2025","PB25-16639","Plan Review","Residential New Building Permit","DR Horton","8208 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"12/03/2025","PB25-16641","Plan Review","Residential New Building Permit","METRO CODE","9568 VERITE ST, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/03/2025","PB25-16644","Plan Review","Residential New Building Permit","DR Horton","8216 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"12/03/2025","PB25-16653","Plan Review","Residential New Building Permit","METRO CODE","324 CORAL BEAN CT, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16660","Plan Review","Residential New Building Permit","METRO CODE","320 CORAL BEAN CT, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16661","Plan Review","Residential New Building Permit","METRO CODE","316 CORAL BEAN CT, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16662","Plan Review","Residential New Building Permit","METRO CODE","312 CORAL BEAN CT, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16663","Plan Review","Residential New Building Permit","METRO CODE","308 CORAL BEAN CT, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16664","Plan Review","Residential New Building Permit","METRO CODE","9725 BADGER DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16666","Plan Review","Residential New Building Permit","METRO CODE","9721 BADGER DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16667","Plan Review","Residential New Building Permit","METRO CODE","9717 BADGER DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16668","Plan Review","Residential New Building Permit","METRO CODE","9713 BADGER DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16670","Plan Review","Residential New Building Permit","METRO CODE","332 CORAL BEAN CT, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16671","Plan Review","Residential New Building Permit","METRO CODE","328 CORAL BEAN CT, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16672","Plan Review","Residential New Building Permit","METRO CODE","9709 BADGER DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16673","Plan Review","Residential New Building Permit","METRO CODE","9705 BADGER DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/03/2025","PB25-16674","Plan Review","Residential New Building Permit","FTW Area Habitat for Humanity","4152 JOSHUA SPRINGS CIR, Fort Worth TX 76123 United States",,"Ziri Hernandez",,
"12/03/2025","PB25-16675","Plan Review","Residential New Building Permit","METRO CODE","9576 VERITE ST, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/03/2025","PB25-16678","Plan Review","Residential New Building Permit","FTW Area Habitat for Humanity","4136 JOSHUA SPRINGS CIR, Fort Worth TX 76123 United States",,"Ziri Hernandez",,
"12/02/2025","PB25-16622","Incomplete Submittal","Residential New Building Permit","New Residential 1063 Illinois","1063 ILLINOIS AVE, Fort Worth TX 76104",,"Ruthsolorzano",,
"12/02/2025","PB25-16591","Awaiting Client Reply","Residential New Building Permit","3321 Eastland St","3325 EASTLAND ST, Fort Worth TX 76119",,"c20developmentllc",,
"12/02/2025","PB25-16590","Plan Review","Residential New Building Permit","6103 Meadowbrook Drive/Mendez Homes, LLC","6103 MEADOWBROOK DR, Fort Worth TX 76112",,"jmendez14",,
"12/02/2025","25TMP-095211",,"Residential New Building Permit","Plastic Cabana Entertain and storage shed","6448 DOVE CHASE LN, Fort Worth TX 76123",,"djay1005@gmail.com",,
"12/02/2025","PB25-16539","Plan Review","Residential New Building Permit","DR Horton","2200 WAYLON DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"12/02/2025","PB25-16540","Plan Review","Residential New Building Permit","DR Horton","2204 WAYLON DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"12/02/2025","PB25-16542","Plan Review","Residential New Building Permit","DR Horton","2208 WAYLON DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"12/02/2025","PB25-16543","Plan Review","Residential New Building Permit","METRO CODE","9420 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"12/02/2025","PB25-16544","Plan Review","Residential New Building Permit","METRO CODE","2632 IVORY BRANCH LN, Fort Worth TX 76108 United States",,"April Wheeler",,
"12/02/2025","PB25-16545","Plan Review","Residential New Building Permit","METRO CODE","1460 COMPANERO ST, Fort Worth TX 76052 United States",,"April Wheeler",,
"12/02/2025","PB25-16551","Plan Review","Residential New Building Permit","METRO CODE","900 ROARING SPRINGS RD, Fort Worth TX 76114 United States",,"April Wheeler",,
"12/02/2025","PB25-16552","Plan Review","Residential New Building Permit","METRO CODE","9216 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16554","Plan Review","Residential New Building Permit","METRO CODE","9213 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16556","Plan Review","Residential New Building Permit","METRO CODE","9212 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16559","Plan Review","Residential New Building Permit","METRO CODE","9209 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16561","Plan Review","Residential New Building Permit","METRO CODE","9208 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16563","Plan Review","Residential New Building Permit","METRO CODE","9205 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16564","Plan Review","Residential New Building Permit","METRO CODE","9201 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16566","Plan Review","Residential New Building Permit","METRO CODE","2812 REUTER AVE, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16568","Plan Review","Residential New Building Permit","DR Horton","10300 STATON LN, Fort Worth TX 76140 United States",,"Stacie Hamby",,
"12/02/2025","PB25-16569","Plan Review","Residential New Building Permit","DR Horton","10304 STATON LN, Fort Worth TX 76140 United States",,"Stacie Hamby",,
"12/02/2025","PB25-16572","Issued","Residential New Building Permit","Bureau Veritas","637 BROWN BUCK AVE, Fort Worth TX 76247 United States",,"Adriana Perez",,
"12/02/2025","PB25-16573","Issued","Residential New Building Permit","Bureau Veritas","17149 OXBOROUGH DR, Fort Worth TX 76247 United States",,"Adriana Perez",,
