"Date","Permit Number","Status","Record Type","Project Name","Address","Expiration Date","Created By","Short Notes",
"11/24/2025","PB25-16336","Plan Review","Residential New Building Permit","RIS-143 ARLINGTON AVE-JA PROPERTIES","1433 E ARLINGTON AVE, Fort Worth TX 76104",,"Christina Parra",,
"11/24/2025","PB25-16338","Issued","Residential New Building Permit","METRO CODE","3225 OLD DINO LN, FORT WORTH TX 76140",,"April Wheeler",,
"11/23/2025","25TMP-104120",,"Residential New Building Permit","4237 AVE H","4237 AVE H, Fort Worth TX 76105 United States",,"Mariposita40",,
"11/23/2025","25TMP-104118",,"Residential New Building Permit","2127 Amanda","2127 AMANDA AVE, Fort Worth TX 76105 United States",,"Mariposita40",,
"11/21/2025","25TMP-104004",,"Residential New Building Permit","132/134 Cottonwood","132 COTTONWOOD ST, Fort Worth TX 76111",,"Chuy7499",,
"11/21/2025","25TMP-104084",,"Residential New Building Permit",,"10209 SALTBRUSH ST, Fort Worth TX 76131",,"jackhu525@gmail.com",,
"11/21/2025","PB25-16259","Incomplete Submittal","Residential New Building Permit","1400 E. Bessie St. - GTO","1400 BESSIE ST, Fort Worth TX 76104 United States",,"GTOCONSTRUCTION",,
"11/21/2025","PB25-16242","Issued","Residential New Building Permit","METRO CODE","10324 DITTANY LN, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/21/2025","PB25-16244","Issued","Residential New Building Permit","METRO CODE","1332 SADDLE SKY TRL, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/21/2025","PB25-16245","Issued","Residential New Building Permit","METRO CODE","10320 DITTANY LN, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/21/2025","PB25-16246","Issued","Residential New Building Permit","METRO CODE","4553 LYRE LEAF DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/21/2025","PB25-16247","Issued","Residential New Building Permit","METRO CODE","4549 LYRE LEAF DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/21/2025","PB25-16249","Issued","Residential New Building Permit","METRO CODE","1421 MUSTANG CANYON DR, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/21/2025","PB25-16250","Plan Review","Residential New Building Permit","METRO CODE","632 ROSEMALLOW WAY, Fort Worth TX 76247 United States",,"Melissa Lowery",,
"11/21/2025","PB25-16251","Issued","Residential New Building Permit","METRO CODE","16933 CHILE PEQUIN DR, Fort Worth TX 76247 United States",,"Melissa Lowery",,
"11/21/2025","PB25-16262","Issued","Residential New Building Permit","METRO CODE","1425 MUSTANG CANYON DR, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/21/2025","PB25-16265","Issued","Residential New Building Permit","METRO CODE","1336 SADDLE SKY TRL, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/21/2025","PB25-16277","Issued","Residential New Building Permit","METRO CODE","440 SAMBAL DR, FORT WORTH TX 76140",,"April Wheeler",,
"11/21/2025","PB25-16278","Issued","Residential New Building Permit","METRO CODE","436 SAMBAL DR, FORT WORTH TX 76140",,"April Wheeler",,
"11/21/2025","PB25-16279","Issued","Residential New Building Permit","METRO CODE","432 SAMBAL, FORT WORTH TX 76140",,"April Wheeler",,
"11/21/2025","PB25-16283","Issued","Residential New Building Permit","METRO CODE","2017 GREY BIRCH PL, Fort Worth TX 76008 United States",,"Melissa Lowery",,
"11/21/2025","PB25-16308","Issued","Residential New Building Permit","K. Hovnanian Homes","11521 ELY PL, Fort Worth TX 76052 United States",,"Lexi Martinez",,
"11/20/2025","25TMP-103628",,"Residential New Building Permit",,"7300 KUBAN BLVD, Fort Worth TX 76120",,"citycode",,
"11/20/2025","PB25-16212","Plan Review","Residential New Building Permit","FTW Area Habitat for Humanity","4156 JOSHUA SPRINGS CIR, Fort Worth TX 76123 United States",,"lariwaites",,
"11/20/2025","25TMP-103292",,"Residential New Building Permit",,"1921 MC CURDY ST, Fort Worth TX 76104",,"Perez.luis",,
"11/20/2025","PB25-16220","Plan Review","Residential New Building Permit","METRO CODE","2501 FLYCATCHER RD, Fort Worth TX 76118 United States",,"April Wheeler",,
"11/20/2025","PB25-16202","Plan Review","Residential New Building Permit","METRO CODE","15025 BUSHWACKER WAY, Fort Worth TX 76052 United States",,"April Wheeler",,
"11/20/2025","PB25-16201","Plan Review","Residential New Building Permit","METRO CODE","15024 BUSHWACKER WAY, Fort Worth TX 76052 United States",,"April Wheeler",,
"11/20/2025","PB25-16197","Plan Review","Residential New Building Permit","METRO CODE","15016 BUSHWACKER WAY, Fort Worth TX 76052 United States",,"April Wheeler",,
"11/20/2025","PB25-16195","Plan Review","Residential New Building Permit","METRO CODE","15025 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"11/20/2025","PB25-16192","Plan Review","Residential New Building Permit","METRO CODE","15017 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"11/20/2025","PB25-16191","Plan Review","Residential New Building Permit","METRO CODE","15013 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"11/20/2025","PB25-16190","Issued","Residential New Building Permit","METRO CODE","7744 PONDVIEW LN, Fort Worth TX 76123",,"April Wheeler",,
"11/20/2025","PB25-16188","Issued","Residential New Building Permit","METRO CODE","4548 NORCROSS LN, Fort Worth TX 76036",,"April Wheeler",,
"11/19/2025","PB25-16154","Awaiting Client Reply","Residential New Building Permit","NEW RESIDENTIAL BUILD","2800 LANGSTON ST, Fort Worth TX 76105",,"LYN626",,
"11/19/2025","PB25-16143","Incomplete Submittal","Residential New Building Permit","4 Plex on Stalcup","3808 STALCUP RD, APT A,B,C,D, Fort Worth TX 76119",,"j4Land",,
"11/19/2025","PB25-16123","Awaiting Client Reply","Residential New Building Permit","DR Horton","8225 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16124","Awaiting Client Reply","Residential New Building Permit","DR Horton","8228 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16125","Awaiting Client Reply","Residential New Building Permit","DR Horton","8232 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16126","Plan Review","Residential New Building Permit","DR Horton","8236 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16127","Plan Review","Residential New Building Permit","DR Horton","8240 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16128","Issued","Residential New Building Permit","METRO CODE","2812 BRUSHY LAKE DR, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/19/2025","PB25-16129","Awaiting Client Reply","Residential New Building Permit","DR Horton","8244 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16130","Issued","Residential New Building Permit","METRO CODE","7116 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/19/2025","PB25-16131","Awaiting Client Reply","Residential New Building Permit","DR Horton","8248 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16132","Awaiting Client Reply","Residential New Building Permit","DR Horton","8252 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16136","Issued","Residential New Building Permit","METRO CODE","1741 CORNWALL AVE, Fort Worth TX 76052 United States",,"April Wheeler",,
"11/19/2025","PB25-16138","Approved","Residential New Building Permit","DR Horton","2248 WAYLON DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16140","Issued","Residential New Building Permit","RIS-9600 MONTMARIE - BRASWELL","9600 MONTMARIE PL, Fort Worth TX 76126",,"Diana Carter",,
"11/19/2025","PB25-16144","Awaiting Client Reply","Residential New Building Permit","DR Horton","3628 RANGO RUN RD, BLDG 1, Fort Worth TX 76106",,"Stacie Hamby",,
"11/19/2025","PB25-16145","Awaiting Client Reply","Residential New Building Permit","3023 Prospect Ave, Fort Worth, TX","3023 PROSPECT AVE, Fort Worth TX 76106",,"LaTonda Johnson",,
"11/19/2025","PB25-16146","Awaiting Client Reply","Residential New Building Permit","DR Horton","3630 RANGO RUN RD, BLDG 2, Fort Worth TX 76106",,"Stacie Hamby",,
"11/19/2025","PB25-16147","Awaiting Client Reply","Residential New Building Permit","DR Horton","3632 RANGO RUN RD, BLDG 1, Fort Worth TX 76106",,"Stacie Hamby",,
"11/19/2025","PB25-16148","Awaiting Client Reply","Residential New Building Permit","DR Horton","3634 RANGO RUN RD, 1, Fort Worth TX 76106",,"Stacie Hamby",,
"11/19/2025","PB25-16149","Awaiting Client Reply","Residential New Building Permit","DR Horton","3636 RANGO RUN RD, BLDG 1, Fort Worth TX 76106",,"Stacie Hamby",,
"11/19/2025","PB25-16150","Awaiting Client Reply","Residential New Building Permit","DR Horton","3638 RANGO RUN RD, BLDG 1, Fort Worth TX 76106",,"Stacie Hamby",,
"11/19/2025","PB25-16153","Approved","Residential New Building Permit","DR Horton","2220 WAYLON DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"11/19/2025","PB25-16184","Plan Review","Residential New Building Permit","METRO CODE","436 SWEET RAY RD, FORT WORTH TX 76140",,"April Wheeler",,
"11/19/2025","PB25-16185","Issued","Residential New Building Permit","METRO CODE","440 SWEET RAY RD, FORT WORTH TX 76140",,"April Wheeler",,
"11/19/2025","PB25-16186","Issued","Residential New Building Permit","METRO CODE","421 SAMBAL DR, FORT WORTH TX 76140",,"April Wheeler",,
"11/19/2025","PB25-16187","Issued","Residential New Building Permit","METRO CODE","425 SAMBAL DR, FORT WORTH TX 76140",,"April Wheeler",,
"11/18/2025","PB25-16094","Awaiting Client Reply","Residential New Building Permit","1712 E Powell Ave","1712 E POWELL AVE, Fort Worth TX 76104",,"Lucygarcia",,
"11/18/2025","PB25-16034","Issued","Residential New Building Permit","METRO CODE","648 BROWN BUCK AVE, Fort Worth TX 76247 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16036","Approved","Residential New Building Permit","METRO CODE","15025 SANTOSCOY ST, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16038","Approved","Residential New Building Permit","METRO CODE","15028 SANTOSCOY ST, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16042","Approved","Residential New Building Permit","METRO CODE","15029 SANTOSCOY ST, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16043","Issued","Residential New Building Permit","METRO CODE","9137 SCHRAM RD, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16044","Issued","Residential New Building Permit","METRO CODE","9133 SCHRAM RD, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16045","Issued","Residential New Building Permit","METRO CODE","9129 SCHRAM RD, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16046","Issued","Residential New Building Permit","METRO CODE","1417 MUSTANG CANYON DR, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16051","Issued","Residential New Building Permit","METRO CODE","1413 MUSTANG CANYON DR, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16053","Approved","Residential New Building Permit","METRO CODE","9241 UNION PACIFIC DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/18/2025","PB25-16056","Approved","Residential New Building Permit","METRO CODE","7032 TRESTLE ST, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/18/2025","PB25-16057","Approved","Residential New Building Permit","METRO CODE","9233 UNION PACIFIC DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/18/2025","PB25-16058","Awaiting Client Reply","Residential New Building Permit","METRO CODE","7100 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16059","Issued","Residential New Building Permit","METRO CODE","7112 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16060","Approved","Residential New Building Permit","METRO CODE","9240 UNION PACIFIC DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"11/18/2025","PB25-16061","Issued","Residential New Building Permit","METRO CODE","7101 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16062","Issued","Residential New Building Permit","METRO CODE","1044 ALBERTA SPRUCE RD, Fort Worth TX 76247 United States",,"Melissa Lowery",,
"11/18/2025","PB25-16080","Plan Review","Residential New Building Permit","Rodolfo Preciado","4348 VIRGINIA LN, Fort Worth TX 76103",,"Deshia Hawkins",,
"11/18/2025","PB25-16081","Issued","Residential New Building Permit","METRO CODE","14504 CAPRIDGE RD, Fort Worth TX 76008 United States",,"April Wheeler",,
"11/18/2025","PB25-16083","Issued","Residential New Building Permit","METRO CODE","1605 TOLLESON DR, Fort Worth TX 76008 United States",,"April Wheeler",,
"11/18/2025","PB25-16092","Issued","Residential New Building Permit","METRO CODE","2813 SERENITY GROVE LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"11/18/2025","PB25-16103","Plan Review","Residential New Building Permit","DR Horton","8212 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/18/2025","PB25-16104","Awaiting Client Reply","Residential New Building Permit","DR Horton","8217 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/18/2025","PB25-16105","Awaiting Client Reply","Residential New Building Permit","DR Horton","8220 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/18/2025","PB25-16106","Awaiting Client Reply","Residential New Building Permit","DR Horton","8224 RADIANT RIDGE RD, Fort Worth TX 76120 United States",,"Stacie Hamby",,
"11/17/2025","PB25-16020","Awaiting Client Reply","Residential New Building Permit","METRO CODE","10653 STAG LN, Fort Worth TX 76036",,"Melissa Lowery",,
"11/17/2025","PB25-16009","Awaiting Client Reply","Residential New Building Permit","RIS-3220 MC CART- INTEGRITY","3220 MC CART AVE, Fort Worth TX 76109",,"Diana Carter",,
"11/17/2025","PB25-16006","Awaiting Client Reply","Residential New Building Permit","METRO CODE","7104 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"11/17/2025","PB25-16005","Issued","Residential New Building Permit","METRO CODE","9125 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"11/17/2025","PB25-16004","Issued","Residential New Building Permit","METRO CODE","1052 ALBERTA SPRUCE RD, Fort Worth TX 76247 United States",,"Melissa Lowery",,
"11/17/2025","PB25-16002","Issued","Residential New Building Permit","METRO CODE","2812 SERENITY GROVE LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"11/17/2025","PB25-15999","Awaiting Client Reply","Residential New Building Permit","METRO CODE","1477 COMPANERO ST, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/17/2025","PB25-15998","Issued","Residential New Building Permit","METRO CODE","10145 REGAL BEND LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"11/17/2025","PB25-15996","Awaiting Client Reply","Residential New Building Permit","METRO CODE","1472 COMPANERO ST, Fort Worth TX 76052 United States",,"Melissa Lowery",,
"11/17/2025","PB25-15995","Issued","Residential New Building Permit","METRO CODE","10141 REGAL BEND LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"11/16/2025","25TMP-101837",,"Residential New Building Permit","2241 Irwin","2241 IRWIN ST, Fort Worth TX 76110",,"skurapati1",,
"11/14/2025","25TMP-095182",,"Residential New Building Permit","A new multi generational home for Loan Nguyen","2663 E BERRY ST, Fort Worth TX 76105",,"lubulakanyinda",,
"11/14/2025","PB25-15975","Plan Review","Residential New Building Permit","Mendez Homes - 2832 Clinton Avenue","2832 CLINTON AVE, Fort Worth TX 76106 United States",,"jmendez14",,
"11/14/2025","25TMP-101811",,"Residential New Building Permit",,"2560 S UNIVERSITY DR, Fort Worth TX 76109",,"robertdtcu",,
"11/14/2025","PB25-15988","Issued","Residential New Building Permit","METRO CODE","9121 SCHRAM RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"11/14/2025","PB25-15985","Issued","Residential New Building Permit","METRO CODE","924 BANDON DUNES DR, Fort Worth TX 76028 United States",,"Melissa Lowery",,
"11/14/2025","PB25-15983","Plan Review","Residential New Building Permit","RIS-1201 PARSONS LANE-3RS HOMES","1201 PARSONS LN, Fort Worth TX 76106",,"Christina Parra",,
"11/14/2025","PB25-15964","Plan Review","Residential New Building Permit","METRO CODE","1461 COMPANERO ST, Fort Worth TX 76052 United States",,"April Wheeler",,
