"Date","Permit Number","Status","Record Type","Project Name","Address","Expiration Date","Created By","Short Notes",
"09/29/2025","PB25-14103","Issued","Residential New Building Permit","1417 E BALTIMORE AVE","1417 E BALTIMORE AVE, Fort Worth TX 76104",,"plans.projects4",,
"09/29/2025","PB25-13581","Issued","Residential New Building Permit","SP HOMES LLC","2124 CLINTON AVE, Fort Worth TX 76164",,"April Smith",,
"09/29/2025","PB25-13585","Issued","Residential New Building Permit","GONZALEZ CONSTRUCTION","3401 RACE ST, Fort Worth TX 76111",,"April Smith",,
"09/29/2025","PB25-13589","Issued","Residential New Building Permit","METRO CODE","12736 HAYMARKET RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/29/2025","PB25-13592","Issued","Residential New Building Permit","METRO CODE","17000 MIMBRE DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"09/29/2025","PB25-13598","Issued","Residential New Building Permit","DR Horton","16412 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13599","Issued","Residential New Building Permit","DR Horton","16416 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13602","Issued","Residential New Building Permit","DR Horton","16420 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13604","Issued","Residential New Building Permit","DR Horton","16424 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13605","Issued","Residential New Building Permit","DR Horton","16428 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13606","Issued","Residential New Building Permit","DR Horton","16432 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13608","Issued","Residential New Building Permit","DR Horton","16436 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13609","Issued","Residential New Building Permit","DR Horton","16440 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13610","Issued","Residential New Building Permit","DR Horton","16444 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13611","Issued","Residential New Building Permit","DR Horton","16448 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/29/2025","PB25-13612","Issued","Residential New Building Permit","DR Horton","16452 HUDSON PRAIRIE WAY, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/28/2025","PB25-13569","Issued","Residential New Building Permit","GF CUSTOM HOMES","2502 HANNA AVE, Fort Worth TX 76164",,"SantiagoPulido",,
"09/27/2025","25TMP-086727",,"Residential New Building Permit",,"United States",,"HQIFranchesca",,
"09/26/2025","PB25-13534","Issued","Residential New Building Permit","1924 Chatburn - New Build Home","1924 CHATBURN CT, Fort Worth TX 76110",,"dusty6467",,
"09/26/2025","PB25-13563","Issued","Residential New Building Permit","METRO CODE","2213 LA VISTA LANE, FORT WORTH TX 76008",,"April Wheeler",,
"09/26/2025","PB25-13562","Issued","Residential New Building Permit","METRO CODE","2205 LA VISTA LANE, FORT WORTH TX 76008",,"April Wheeler",,
"09/26/2025","PB25-13560","Issued","Residential New Building Permit","METRO CODE","2209 LA VISTA LANE, FORT WORTH TX 76008",,"April Wheeler",,
"09/26/2025","PB25-13539","Issued","Residential New Building Permit","METRO CODE","2805 SERENITY GROVE LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/26/2025","PB25-13536","Issued","Residential New Building Permit","DFH-COVENTRY HOMES","1013 PELOTAZO AVE, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"09/26/2025","PB25-13535","Issued","Residential New Building Permit","METRO CODE","2804 BRUSHY LAKE DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/26/2025","PB25-13532","Issued","Residential New Building Permit","METRO CODE","1337 BUCKAROO BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/26/2025","PB25-13531","Issued","Residential New Building Permit","METRO CODE","1341 BUCKAROO BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/26/2025","PB25-13527","Issued","Residential New Building Permit","METRO CODE","7729 WHISTERWHEEL WAY, Fort Worth TX 76123",,"April Wheeler",,
"09/26/2025","PB25-13526","Issued","Residential New Building Permit","METRO CODE","1432 MUSTANG CANYON DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/26/2025","PB25-13524","Issued","Residential New Building Permit","METRO CODE","712 PAPYRUS DR, Fort Worth TX 76247 United States",,"Sara Miller",,
"09/26/2025","PB25-13521","Issued","Residential New Building Permit","METRO CODE","12741 HAYMARKET RD, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/25/2025","PB25-13514","Issued","Residential New Building Permit","1005 E Tucker St","1005 E TUCKER ST, Fort Worth TX 76104",,"c20developmentllc",,
"09/25/2025","PB25-13450","Issued","Residential New Building Permit","METRO CODE","1345 BUCKAROO BLVD, Fort Worth TX 76052 United States",,"Sara Miller",,
"09/25/2025","PB25-13451","Issued","Residential New Building Permit","METRO CODE","1348 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"Sara Miller",,
"09/25/2025","PB25-13452","Issued","Residential New Building Permit","METRO CODE","12740 HAYMARKET RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/25/2025","PB25-13453","Issued","Residential New Building Permit","METRO CODE","7140 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/25/2025","PB25-13454","Issued","Residential New Building Permit","METRO CODE","12737 HAYMARKET RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/25/2025","PB25-13455","Issued","Residential New Building Permit","METRO CODE","7444 PONDVIEW LN, Fort Worth TX 76123",,"April Wheeler",,
"09/25/2025","PB25-13456","Issued","Residential New Building Permit","METRO CODE","7121 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/25/2025","PB25-13457","Issued","Residential New Building Permit","METRO CODE","4044 TWINLEAF DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/25/2025","PB25-13459","Issued","Residential New Building Permit","METRO CODE","12733 HAYMARKET RD, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/25/2025","PB25-13460","Issued","Residential New Building Permit","METRO CODE","12732 HAYMARKET RD, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/25/2025","PB25-13469","Issued","Residential New Building Permit","METRO CODE","4053 ARKLOW ST, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/25/2025","PB25-13472","Issued","Residential New Building Permit","METRO CODE","11512 GLOUCESTER RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/25/2025","PB25-13473","Issued","Residential New Building Permit","Graham Hart","7409 HARRIER ST, Fort Worth TX 76179 United States",,"Stacie Hamby",,
"09/25/2025","PB25-13474","Issued","Residential New Building Permit","METRO CODE","11329 BRATTON BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/25/2025","PB25-13475","Issued","Residential New Building Permit","DR Horton","9720 AUSTIN HOLLOW RD, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/25/2025","PB25-13477","Issued","Residential New Building Permit","3321 & 3323 / Benson Resident","3321 HOWARD ST, Fort Worth TX 76119",,"perezsoto",,
"09/25/2025","PB25-13549","Awaiting Client Reply","Residential New Building Permit","FTWO_1419_RNB","1419 E MULKEY ST, Fort Worth TX 76104",,"Lexi Martinez",,
"09/24/2025","25TMP-085600",,"Residential New Building Permit","Sanchez Fence & Construction","1824 CARL ST, Fort Worth TX 76103",,"SanchezFence",,
"09/24/2025","PB25-13437","Issued","Residential New Building Permit","1402 Arizona Ave","1402 ARIZONA AVE, Fort Worth TX 76104",,"c20developmentllc",,
"09/24/2025","PB25-13435","Issued","Residential New Building Permit","1200 E Hattie St","1200 E HATTIE ST, Fort Worth TX 76104",,"Lucygarcia",,
"09/24/2025","PB25-13391","Issued","Residential New Building Permit","FTW Area Habitat for Humanity","4128 JOSHUA SPRINGS CIR, Fort Worth TX 76123 United States",,"lariwaites",,
"09/24/2025","25TMP-085868",,"Residential New Building Permit","1005 E tucker St","1005 E TUCKER ST, Fort Worth TX 76104",,"c20developmentllc",,
"09/24/2025","PB25-13379","Issued","Residential New Building Permit","METRO CODE","2929 HOLLY HAVEN WAY, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/24/2025","PB25-13384","Issued","Residential New Building Permit","METRO CODE","4052 TWINLEAF DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"09/24/2025","PB25-13386","Issued","Residential New Building Permit","METRO CODE","4060 TWINLEAF DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"09/24/2025","PB25-13387","Issued","Residential New Building Permit","METRO CODE","9340 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/24/2025","PB25-13388","Issued","Residential New Building Permit","METRO CODE","9320 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/24/2025","PB25-13396","Issued","Residential New Building Permit","METRO CODE","2617 PRIMA VISTA DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"09/24/2025","PB25-13397","Issued","Residential New Building Permit","METRO CODE","9336 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"09/24/2025","PB25-13398","Issued","Residential New Building Permit","METRO CODE","2809 REUTER AVE, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/24/2025","PB25-13399","Issued","Residential New Building Permit","METRO CODE","3136 ARECA LN, Fort Worth TX 76008 United States",,"Sara Miller",,
"09/24/2025","PB25-13400","Issued","Residential New Building Permit","METRO CODE","2805 REUTER AVE, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/24/2025","PB25-13412","Issued","Residential New Building Permit","METRO CODE","7729 SWITCHWOOD LN, Fort Worth TX 76123",,"April Wheeler",,
"09/24/2025","PB25-13414","Issued","Residential New Building Permit","METRO CODE","9533 RATTLESNAKE TRL, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/24/2025","PB25-13418","Issued","Residential New Building Permit","METRO CODE","15005 CACTUS BLOSSOM BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/24/2025","PB25-13445","Issued","Residential New Building Permit","Graham Hart","7401 HARRIER ST, Fort Worth TX 76179 United States",,"Stacie Hamby",,
"09/23/2025","PB25-13335","Issued","Residential New Building Permit","FTW Area Habitat for Humanity","4124 JOSHUA SPRINGS CIR, Fort Worth TX 76123 United States",,"lariwaites",,
"09/23/2025","PB25-13377","Awaiting Client Reply","Residential New Building Permit","Texfinity Construction Services - New Residential Home","1633 TERRELL AVE, Fort Worth TX 76104 United States",,"texfinityconstrucionservices",,
"09/23/2025","PB25-13373","Awaiting Client Reply","Residential New Building Permit","10504 Ruffin Drive","10504 RUFFIN DR, Fort Worth TX 76131 United States",,"c20developmentllc",,
"09/23/2025","PB25-13322","Issued","Residential New Building Permit","FTW Area Habitat for Humanity","4164 JOSHUA SPRINGS CIR, Fort Worth TX 76123 United States",,"lariwaites",,
"09/23/2025","PB25-13378","Awaiting Client Reply","Residential New Building Permit","Texfinity Construction Services - New Residential Home","1637 TERRELL AVE, Fort Worth TX 76104 United States",,"texfinityconstrucionservices",,
"09/23/2025","PB25-13311","Issued","Residential New Building Permit","METRO CODE","9332 MEADOWFIELD RD, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13313","Issued","Residential New Building Permit","METRO CODE","9336 MEADOWFIELD RD, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13314","Issued","Residential New Building Permit","METRO CODE","7133 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/23/2025","PB25-13315","Issued","Residential New Building Permit","METRO CODE","2932 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13316","Issued","Residential New Building Permit","METRO CODE","3109 ARECA LN, Fort Worth TX 76008 United States",,"April Wheeler",,
"09/23/2025","PB25-13319","Issued","Residential New Building Permit","METRO CODE","7129 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/23/2025","PB25-13321","Issued","Residential New Building Permit","METRO CODE","3004 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13324","Issued","Residential New Building Permit","METRO CODE","3000 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13327","Issued","Residential New Building Permit","METRO CODE","2925 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13328","Issued","Residential New Building Permit","METRO CODE","2929 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13329","Issued","Residential New Building Permit","METRO CODE","7125 MEANDERING CREEK LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/23/2025","PB25-13330","Issued","Residential New Building Permit","METRO CODE","3005 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13331","Issued","Residential New Building Permit","METRO CODE","2933 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"09/23/2025","PB25-13332","Issued","Residential New Building Permit","METRO CODE","2217 LA VISTA LN, FORT WORTH TX 76008",,"Sara Miller",,
"09/23/2025","PB25-13333","Issued","Residential New Building Permit","METRO CODE","9316 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/23/2025","PB25-13336","Issued","Residential New Building Permit","METRO CODE","2221 LA VISTA LN, FORT WORTH TX",,"Sara Miller",,
"09/23/2025","PB25-13338","Issued","Residential New Building Permit","METRO CODE","2225 LA VISTA LN, FORT WORTH TX",,"Sara Miller",,
"09/23/2025","PB25-13340","Issued","Residential New Building Permit","METRO CODE","2200 LA VISTA LANE, FORT WORTH TX 76008",,"Sara Miller",,
"09/23/2025","PB25-13341","Issued","Residential New Building Permit","METRO CODE","4061 ARKLOW ST, Fort Worth TX 76036 United States",,"Sara Miller",,
"09/23/2025","PB25-13343","Issued","Residential New Building Permit","METRO CODE","4060 ARKLOW ST, Fort Worth TX 76036 United States",,"Sara Miller",,
"09/23/2025","PB25-13345","Issued","Residential New Building Permit","METRO CODE","2609 PRIMA VISTA DR, Fort Worth TX 76108 United States",,"Sara Miller",,
"09/23/2025","PB25-13347","Issued","Residential New Building Permit","METRO CODE","10048 CRYSTAL BEND DR, Fort Worth TX 76108 United States",,"Sara Miller",,
"09/23/2025","PB25-13368","Issued","Residential New Building Permit","METRO CODE","2201 LA VISTA LANE, FORT WORTH TX 76008",,"April Wheeler",,
"09/22/2025","PB25-13308","Issued","Residential New Building Permit","SP HOMES LLC","2700 WESTBROOK AVE, Fort Worth TX 76111",,"SantiagoPulido",,
"09/22/2025","PB25-13307","Plan Review","Residential New Building Permit","SP HOMES LLC","2120 NW 21ST ST, FORT WORTH TX 76164",,"SantiagoPulido",,
"09/22/2025","PB25-13269","Issued","Residential New Building Permit","EDGAR SUSTATIA","5331 FERNANDER DR, Fort Worth TX 76107",,"citycode",,
"09/22/2025","25TMP-084600",,"Residential New Building Permit",,"1201 HOUSTON ST, Fort Worth TX 76102",,"sam21@yopmail.com",,
"09/22/2025","PB25-13281","Awaiting Client Reply","Residential New Building Permit","10504 Ruffin Dr","10504 RUFFIN DR, Fort Worth TX 76131 United States",,"c20developmentllc",,
"09/22/2025","PB25-13254","Issued","Residential New Building Permit","Bureau Veritas","2025 ROLLING OAKS DR, Fort Worth TX 76008 United States",,"Adriana Perez",,
"09/22/2025","PB25-13255","Issued","Residential New Building Permit","METRO CODE","9332 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/22/2025","PB25-13256","Issued","Residential New Building Permit","METRO CODE","9324 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/22/2025","PB25-13257","Issued","Residential New Building Permit","METRO CODE","4432 BLUE MIST DR, Fort Worth TX 76036",,"Sara Miller",,
"09/22/2025","PB25-13259","Issued","Residential New Building Permit","METRO CODE","10708 DOVE HAVEN DR, Fort Worth TX 76036",,"Sara Miller",,
"09/22/2025","PB25-13260","Issued","Residential New Building Permit","METRO CODE","9312 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/22/2025","PB25-13262","Issued","Residential New Building Permit","METRO CODE","9308 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/22/2025","PB25-13264","Issued","Residential New Building Permit","METRO CODE","9304 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/22/2025","PB25-13265","Issued","Residential New Building Permit","METRO CODE","9328 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"09/22/2025","PB25-13266","Issued","Residential New Building Permit","METRO CODE","10133 REGAL BEND LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/22/2025","PB25-13276","Issued","Residential New Building Permit","METRO CODE","4445 BRENTFIELD DR, FORT WORTH TX 76036",,"Sara Miller",,
"09/22/2025","PB25-13277","Issued","Residential New Building Permit","METRO CODE","4453 BRENTFIELD DR, FORT WORTH TX",,"Sara Miller",,
"09/22/2025","PB25-13286","Issued","Residential New Building Permit","ABRAHAM JOSE SAENZ","3840 WALDORF ST, Fort Worth TX 76119",,"Sanchez Collins",,
"09/22/2025","PB25-13288","Issued","Residential New Building Permit","Graham Hart","7428 WAYWARD WIND DR, Fort Worth TX 76179 United States",,"Stacie Hamby",,
"09/22/2025","PB25-13289","Issued","Residential New Building Permit","Graham Hart","7432 WAYWARD WIND DR, Fort Worth TX 76179 United States",,"Stacie Hamby",,
"09/22/2025","PB25-13292","Awaiting Client Reply","Residential New Building Permit","Trulli Yours Property Group Inc","1110 NOWLIN ST, Fort Worth TX 76102",,"Shanice Reed",,
"09/20/2025","PB25-13246","Awaiting Client Reply","Residential New Building Permit","Ron Green","7312 KUBAN BLVD, Fort Worth TX 76120",,"DarrinBenning",,
"09/19/2025","25TMP-082218",,"Residential New Building Permit",,"United States",,"duranbroshomes",,
"09/19/2025","PB25-13193","Issued","Residential New Building Permit","METRO CODE","9109 SUTTONRIDGE DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/19/2025","PB25-13194","Issued","Residential New Building Permit","5220 FRANSWORTH AVE","5220 FARNSWORTH AVE, Fort Worth TX 76107",,"Jose Martinez Vazquez",,
"09/19/2025","PB25-13195","Issued","Residential New Building Permit","METRO CODE","13837 CARNEGIE DR, Fort Worth TX 76008 United States",,"Sara Miller",,
"09/19/2025","PB25-13196","Issued","Residential New Building Permit","METRO CODE","13833 CARNEGIE DR, Fort Worth TX 76008 United States",,"Sara Miller",,
"09/19/2025","PB25-13197","Issued","Residential New Building Permit","METRO CODE","6909 CATTLE CAR WAY, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/19/2025","PB25-13198","Issued","Residential New Building Permit","METRO CODE","13841 CARNEGIE DR, Fort Worth TX 76008 United States",,"Sara Miller",,
"09/19/2025","PB25-13200","Issued","Residential New Building Permit","DR Horton","10616 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13201","Issued","Residential New Building Permit","DR Horton","10617 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13202","Issued","Residential New Building Permit","DR Horton","10620 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13203","Issued","Residential New Building Permit","METRO CODE","3001 TOOLEY DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/19/2025","PB25-13205","Issued","Residential New Building Permit","DR Horton","10621 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13207","Issued","Residential New Building Permit","DR Horton","10625 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13208","Issued","Residential New Building Permit","METRO CODE","2613 PRIMA VISTA DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"09/19/2025","PB25-13209","Issued","Residential New Building Permit","DR Horton","10628 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13210","Issued","Residential New Building Permit","DR Horton","10629 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13214","Issued","Residential New Building Permit","DR Horton","10632 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13215","Issued","Residential New Building Permit","DR Horton","10633 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13216","Issued","Residential New Building Permit","DR Horton","10640 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13222","Issued","Residential New Building Permit","DR Horton","10644 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13223","Issued","Residential New Building Permit","DR Horton","10648 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13226","Issued","Residential New Building Permit","DR Horton","10652 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13227","Issued","Residential New Building Permit","RIS-4417 MARTIN ST-B VILLA","4417 MARTIN ST, Fort Worth TX 76119 United States",,"Christina Parra",,
"09/19/2025","PB25-13237","Issued","Residential New Building Permit","DR Horton","10613 DIAMOND MINE DR, Fort Worth TX 76036 United States",,"Stacie Hamby",,
"09/19/2025","PB25-13243","Issued","Residential New Building Permit","METRO CODE","4064 TWINLEAF DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/19/2025","PB25-13244","Issued","Residential New Building Permit","METRO CODE","4056 TWINLEAF DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/19/2025","PB25-13245","Issued","Residential New Building Permit","METRO CODE","1436 MUSTANG CANYON DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/18/2025","PB25-13192","Awaiting Client Reply","Residential New Building Permit","SP HOMES LLC","2122 NW 21ST ST, Fort Worth TX 76164 United States",,"SantiagoPulido",,
"09/18/2025","PB25-13190","Issued","Residential New Building Permit","2900 Livingston Ave","2900 LIVINGSTON AVE, Fort Worth TX 76110",,"txi2020",,
"09/18/2025","PB25-13189","Awaiting Client Reply","Residential New Building Permit","New Residential home","228 SANDY LN, Fort Worth TX 76120 United States",,"nnp2015",,
"09/18/2025","PB25-13142","Awaiting Client Reply","Residential New Building Permit","Duplex","8009 DOREEN AVE, Fort Worth TX 76116",,"Chuy7499",,
"09/18/2025","PB25-13141","Awaiting Client Reply","Residential New Building Permit","Duplex","8005 DOREEN AVE, Fort Worth TX 76116",,"Chuy7499",,
"09/18/2025","PB25-13138","Issued","Residential New Building Permit","METRO CODE","7821 PONDVIEW LN, Fort Worth TX 76123 United States",,"Sara Miller",,
"09/18/2025","PB25-13139","Issued","Residential New Building Permit","METRO CODE","9300 LONE MAVERICK DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"09/18/2025","PB25-13140","Issued","Residential New Building Permit","METRO CODE","1424 LADY BIRD RD, Fort Worth TX 76247 United States",,"April Wheeler",,
"09/18/2025","PB25-13143","Issued","Residential New Building Permit","RIS-820 GLEN GARDEN - UP DFW","820 GLEN GARDEN DR, Fort Worth TX 76104",,"Diana Carter",,
"09/18/2025","PB25-13151","Issued","Residential New Building Permit","METRO CODE","636 BROWN BUCK AVE, Fort Worth TX 76247 United States",,"April Wheeler",,
"09/18/2025","PB25-13164","Issued","Residential New Building Permit","METRO CODE","2925 HOLLY HAVEN WAY, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/18/2025","PB25-13168","Issued","Residential New Building Permit","METRO CODE","8245 BUFFLEHEAD DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"09/18/2025","PB25-13169","Issued","Residential New Building Permit","METRO CODE","3117 BRITTLEBUSH DR, Fort Worth TX 76008 United States",,"April Wheeler",,
"09/18/2025","PB25-13188","Issued","Residential New Building Permit","METRO CODE","15029 HIERBA MORA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"09/17/2025","PB25-13127","Issued","Residential New Building Permit","METRO CODE","4048 TWINLEAF DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"09/17/2025","PB25-13120","Issued","Residential New Building Permit","Pulte Homes","11149 CARHAM ST, Fort Worth TX 76052 United States",,"Stacie Hamby",,
