"Date","Permit Number","Status","Record Type","Project Name","Address","Expiration Date","Created By","Short Notes",
"07/30/2025","PB25-10864","Issued","Residential New Building Permit","METRO CODE","2716 WISPY CREEK DR, Fort Worth TX 76108 United States",,"April Wheeler",,
"07/30/2025","PB25-10862","Issued","Residential New Building Permit","METRO CODE","4456 MISTY SHADOWS DR, Fort Worth TX 76036",,"April Wheeler",,
"07/30/2025","PB25-10859","Issued","Residential New Building Permit","GRAHAM HART HOME BUILDER","7429 HARRIER ST, Fort Worth TX 76179 United States",,"Stacie Hamby",,
"07/30/2025","PB25-10852","Issued","Residential New Building Permit","DFH- COVENTRY HOMES","1037 PELOTAZO AVE, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"07/30/2025","PB25-10831","Issued","Residential New Building Permit","DR Horton","1788 LEEVON LN, Fort Worth TX 76140 United States",,"Stacie Hamby",,
"07/30/2025","PB25-10830","Issued","Residential New Building Permit","DR Horton","1769 GILLENS AVE, Fort Worth TX 76140 United States",,"Stacie Hamby",,
"07/30/2025","PB25-10827","Issued","Residential New Building Permit","METRO CODE","10484 GRAY HILLS DR, Fort Worth TX 76126 United States",,"Sara Miller",,
"07/30/2025","PB25-10824","Finaled","Residential New Building Permit","METRO CODE","17052 MIMBRE DR, Fort Worth TX 76247 United States",,"Sara Miller",,
"07/29/2025","25TMP-067358",,"Residential New Building Permit",,"8937 WATERCHASE CIR, Fort Worth TX 76120",,"Juan Gracia",,
"07/29/2025","25TMP-067361",,"Residential New Building Permit",,"8937 WATERCHASE CIR, Fort Worth TX 76120",,"Juan Gracia",,
"07/29/2025","PB25-10810","Issued","Residential New Building Permit","160 Rockin River","160 ROCKIN RIVER DR, Fort Worth TX 76120",,"Ed Construction",,
"07/29/2025","25TMP-067389",,"Residential New Building Permit","5737 Ensign Dr. West","5737 ENSIGN DR W, Fort Worth TX 76119",,"freestall25",,
"07/29/2025","PB25-10783","Issued","Residential New Building Permit","METRO CODE","2624 CLEAR ROOT CIR, Fort Worth TX 76108 United States",,"April Wheeler",,
"07/29/2025","PB25-10784","Issued","Residential New Building Permit","METRO CODE","11313 BRATTON BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/29/2025","PB25-10785","Issued","Residential New Building Permit","METRO CODE","1209 HONDO CANYON DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/29/2025","PB25-10786","Issued","Residential New Building Permit","METRO CODE","1217 HONDO CANYON DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/29/2025","PB25-10788","Issued","Residential New Building Permit","METRO CODE","2712 WISPY CREEK DR, Fort Worth TX 76108 United States",,"Sara Miller",,
"07/29/2025","PB25-10790","Issued","Residential New Building Permit","METRO CODE","2821 REUTER AVE, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/29/2025","PB25-10792","Issued","Residential New Building Permit","RIS-2419 LINCOLN AVE-JESUS BLANCO","2419 LINCOLN AVE, Fort Worth TX 76164",,"Diana Carter",,
"07/28/2025","PB25-10738","Finaled","Residential New Building Permit","SAUL MURILLO","5048 COTTEY ST, Fort Worth TX 76105",,"citycode",,
"07/28/2025","PB25-10771","Issued","Residential New Building Permit","DR Horton","1764 GILLENS AVE, Fort Worth TX 76140 United States",,"Stacie Hamby",,
"07/28/2025","PB25-10769","Finaled","Residential New Building Permit","DR Horton","1749 GILLENS AVE, Fort Worth TX 76140 United States",,"Stacie Hamby",,
"07/28/2025","PB25-10768","Finaled","Residential New Building Permit","DR Horton","1745 GILLENS AVE, Fort Worth TX 76140 United States",,"Stacie Hamby",,
"07/28/2025","PB25-10759","Finaled","Residential New Building Permit","Bureau Veritas","7861 SWITCHWOOD LN, Fort Worth TX 76123 United States",,"Adriana Perez",,
"07/28/2025","PB25-10757","Finaled","Residential New Building Permit","Bureau Veritas","1464 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/28/2025","PB25-10756","Finaled","Residential New Building Permit","Bureau Veritas","1460 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/28/2025","PB25-10754","Finaled","Residential New Building Permit","Bureau Veritas","1456 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/28/2025","PB25-10753","Finaled","Residential New Building Permit","Bureau Veritas","1452 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/28/2025","PB25-10739","Issued","Residential New Building Permit","METRO CODE","10036 CRYSTAL BEND DR, Fort Worth TX 76108 United States",,"Sara Miller",,
"07/28/2025","PB25-10736","Issued","Residential New Building Permit","METRO CODE","9348 MEADOWFIELD RD, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/28/2025","PB25-10728","Issued","Residential New Building Permit","METRO CODE","7124 WATERFORD CREEK CT, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/28/2025","PB25-10719","Issued","Residential New Building Permit","METRO CODE","7120 WATERFORD CREEK CT, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/28/2025","PB25-10718","Finaled","Residential New Building Permit","METRO CODE","15200 MARIACHI RD, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/28/2025","PB25-10716","Issued","Residential New Building Permit","METRO CODE","15209 DANCE HALL DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/28/2025","PB25-10714","Issued","Residential New Building Permit","METRO CODE","1221 HONDO CANYON DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/28/2025","PB25-10713","Issued","Residential New Building Permit","METRO CODE","7132 WATERFORD CREEK CT, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/28/2025","PB25-10712","Issued","Residential New Building Permit","METRO CODE","7128 WATERFORD CREEK CT, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/28/2025","PB25-10711","Issued","Residential New Building Permit","METRO CODE","1377 BUCKAROO BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/28/2025","PB25-10709","Issued","Residential New Building Permit","METRO CODE","1213 HONDO CANYON DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/28/2025","PB25-10706","Issued","Residential New Building Permit","METRO CODE","1224 SADDLE SKY TRL, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/28/2025","PB25-10705","Issued","Residential New Building Permit","METRO CODE","1216 SADDLE SKY TRL, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/28/2025","PB25-10704","Issued","Residential New Building Permit","METRO CODE","616 ROSEMALLOW WAY, Fort Worth TX 76247 United States",,"April Wheeler",,
"07/28/2025","PB25-10703","Finaled","Residential New Building Permit","DFH- COVENTRY HOMES","4421 BRENTFIELD DR, Fort Worth TX 76036",,"Stacie Hamby",,
"07/25/2025","PB25-10635","Issued","Residential New Building Permit","METRO CODE","3825 SOUTH HILLS CIR, Fort Worth TX 76109",,"Sara Miller",,
"07/25/2025","PB25-10637","Issued","Residential New Building Permit","METRO CODE","4144 DRIFTERS BEND DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/25/2025","PB25-10638","Issued","Residential New Building Permit","METRO CODE","4133 DRIFTERS BEND DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/25/2025","PB25-10639","Issued","Residential New Building Permit","METRO CODE","4140 DRIFTERS BEND DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/25/2025","PB25-10640","Finaled","Residential New Building Permit","METRO CODE","1465 BARBACOA DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10641","Issued","Residential New Building Permit","METRO CODE","10129 REGAL BEND LN, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/25/2025","PB25-10642","Issued","Residential New Building Permit","METRO CODE","15020 GREEN BLUFF DR, Fort Worth TX 76008 United States",,"Sara Miller",,
"07/25/2025","PB25-10644","Issued","Residential New Building Permit","METRO CODE","14416 SHOOTING STAR DR, Fort Worth TX 76052",,"Sara Miller",,
"07/25/2025","PB25-10645","Issued","Residential New Building Permit","METRO CODE","15016 GREEN BLUFF DR, Fort Worth TX 76008 United States",,"Sara Miller",,
"07/25/2025","PB25-10648","Issued","Residential New Building Permit","METRO CODE","1340 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10649","Issued","Residential New Building Permit","METRO CODE","1336 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10651","Issued","Residential New Building Permit","METRO CODE","1333 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10652","Issued","Residential New Building Permit","METRO CODE","1329 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10653","Issued","Residential New Building Permit","METRO CODE","1328 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10654","Issued","Residential New Building Permit","METRO CODE","1320 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10655","Issued","Residential New Building Permit","METRO CODE","4964 GREY FALLOW ST, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/25/2025","PB25-10656","Issued","Residential New Building Permit","METRO CODE","4968 GREY FALLOW ST, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/25/2025","PB25-10659","Issued","Residential New Building Permit","METRO CODE","14929 REYES RD, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10663","Issued","Residential New Building Permit","METRO CODE","14941 REYES RD, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/25/2025","PB25-10664","Issued","Residential New Building Permit","METRO CODE","2632 CLEAR ROOT CIR, Fort Worth TX 76108 United States",,"Sara Miller",,
"07/25/2025","PB25-10884","Issued","Residential New Building Permit","URIEL VIDANA","1405 E MADDOX AVE, Fort Worth TX 76104",,"April Smith",,
"07/24/2025","PB25-10614","Issued","Residential New Building Permit","K. Hovnanian Homes","1932 CASSIOBURY CT, Fort Worth TX 76052 United States",,"dfwcommunityassistant@khov.com",,
"07/24/2025","PB25-10579","Issued","Residential New Building Permit","METRO CODE","2748 SERENITY GROVE LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/24/2025","PB25-10581","Finaled","Residential New Building Permit","METRO CODE","1461 BARBACOA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/24/2025","PB25-10582","Issued","Residential New Building Permit","METRO CODE","2749 SERENITY GROVE LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/24/2025","PB25-10585","Finaled","Residential New Building Permit","METRO CODE","1460 BARBACOA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/24/2025","PB25-10586","Issued","Residential New Building Permit","METRO CODE","2744 BRUSHY LAKE DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/24/2025","PB25-10589","Finaled","Residential New Building Permit","METRO CODE","15201 DANCE HALL DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/24/2025","PB25-10591","Finaled","Residential New Building Permit","METRO CODE","1373 BUCKAROO BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/24/2025","PB25-10598","Issued","Residential New Building Permit","K. Hovnanian Homes","1928 CASSIOBURY CT, Fort Worth TX 76052 United States",,"dfwcommunityassistant@khov.com",,
"07/24/2025","PB25-10602","Finaled","Residential New Building Permit","Bureau Veritas","1428 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/24/2025","PB25-10603","Finaled","Residential New Building Permit","Bureau Veritas","1429 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/24/2025","PB25-10605","Issued","Residential New Building Permit","Bureau Veritas","1436 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/24/2025","PB25-10606","Finaled","Residential New Building Permit","Bureau Veritas","1437 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/24/2025","PB25-10607","Finaled","Residential New Building Permit","Bureau Veritas","1440 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/24/2025","PB25-10608","Finaled","Residential New Building Permit","Bureau Veritas","1441 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/24/2025","PB25-10609","Finaled","Residential New Building Permit","Bureau Veritas","1444 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/24/2025","PB25-10610","Finaled","Residential New Building Permit","Bureau Veritas","1448 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/23/2025","PB25-10506","Awaiting Client Reply","Residential New Building Permit","7705 Lakeview house","7705 LAKEVIEW CIR, Fort Worth TX 76179",,"Ruthsolorzano",,
"07/23/2025","25TMP-065265",,"Residential New Building Permit",,"1123 BONNIE BRAE AVE, Fort Worth TX 76111",,"GOODWINC1",,
"07/23/2025","PB25-10492","Finaled","Residential New Building Permit","METRO CODE","10432 GRAY HILLS DR, Fort Worth TX 76126 United States",,"Sara Miller",,
"07/23/2025","PB25-10494","Finaled","Residential New Building Permit","METRO CODE","15024 HIERBA MORA DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/23/2025","PB25-10496","Finaled","Residential New Building Permit","METRO CODE","2100 MEADOW GRASS LN, Fort Worth TX 76008",,"Sara Miller",,
"07/23/2025","PB25-10499","Finaled","Residential New Building Permit","METRO CODE","15025 HIERBA MORA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10500","Issued","Residential New Building Permit","METRO CODE","2117 PLEASANT RUN LN, Fort Worth TX 76008",,"Sara Miller",,
"07/23/2025","PB25-10503","Finaled","Residential New Building Permit","METRO CODE","15028 HIERBA MORA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10504","Issued","Residential New Building Permit","METRO CODE","1228 CALAMIAN DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"07/23/2025","PB25-10505","Issued","Residential New Building Permit","METRO CODE","10016 KUDU DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/23/2025","PB25-10510","Issued","Residential New Building Permit","METRO CODE","10020 KUDU DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/23/2025","PB25-10512","Issued","Residential New Building Permit","METRO CODE","7628 WINTERBLOOM WAY, Fort Worth TX 76123",,"April Wheeler",,
"07/23/2025","PB25-10513","Issued","Residential New Building Permit","METRO CODE","1440 MUSTANG CANYON DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10514","Issued","Residential New Building Permit","METRO CODE","10024 KUDU DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/23/2025","PB25-10515","Issued","Residential New Building Permit","METRO CODE","1388 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10517","Issued","Residential New Building Permit","METRO CODE","1232 CALAMIAN DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/23/2025","PB25-10520","Issued","Residential New Building Permit","METRO CODE","1236 CALAMIAN DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/23/2025","PB25-10523","Finaled","Residential New Building Permit","METRO CODE","1381 BUCKAROO BLVD, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10525","Finaled","Residential New Building Permit","METRO CODE","1324 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10527","Issued","Residential New Building Permit","METRO CODE","1240 CALAMIAN DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/23/2025","PB25-10528","Issued","Residential New Building Permit","METRO CODE","3017 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/23/2025","PB25-10529","Finaled","Residential New Building Permit","METRO CODE","1344 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10530","Issued","Residential New Building Permit","METRO CODE","2920 TOOLEY DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/23/2025","PB25-10531","Issued","Residential New Building Permit","METRO CODE","14937 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10536","Finaled","Residential New Building Permit","Bureau Veritas","17100 SABINO DR, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/23/2025","PB25-10537","Issued","Residential New Building Permit","Bureau Veritas","117 PINELAND PL, Fort Worth TX 76114",,"Adriana Perez",,
"07/23/2025","PB25-10540","Issued","Residential New Building Permit","METRO CODE","14933 REYES RD, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/23/2025","PB25-10550","Finaled","Residential New Building Permit","METRO CODE","10032 KUDU DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"07/23/2025","PB25-10552","Finaled","Residential New Building Permit","METRO CODE","10028 KUDU DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"07/23/2025","PB25-10553","Finaled","Residential New Building Permit","Bureau Veritas","5869 WATER BRIDGE LN, Fort Worth TX 76109 United States",,"Adriana Perez",,
"07/23/2025","PB25-10555","Finaled","Residential New Building Permit","METRO CODE","7860 WINTERBLOOM WAY, Fort Worth TX 76123 United States",,"April Wheeler",,
"07/23/2025","PB25-10564","Issued","Residential New Building Permit","METRO CODE","14413 SHOOTING STAR DR, Fort Worth TX 76052",,"April Wheeler",,
"07/23/2025","PB25-10567","Finaled","Residential New Building Permit","METRO CODE","15033 GREEN BLUFF DR, Fort Worth TX 76008 United States",,"April Wheeler",,
"07/22/2025","25TMP-064887",,"Residential New Building Permit","New residential house","228 SANDY LN, Fort Worth TX 76120 United States",,"nnp2015",,
"07/22/2025","PB25-10402","Issued","Residential New Building Permit","METRO CODE","9117 SUTTONRIDGE DR, Fort Worth TX 76179 United States",,"Sara Miller",,
"07/22/2025","PB25-10405","Finaled","Residential New Building Permit","METRO CODE","4120 DRIFTERS BEND DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/22/2025","PB25-10407","Issued","Residential New Building Permit","METRO CODE","9124 RAMBLING STONE WAY, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/22/2025","PB25-10409","Finaled","Residential New Building Permit","METRO CODE","15021 HIERBA MORA DR, Fort Worth TX 76052 United States",,"Sara Miller",,
"07/22/2025","PB25-10410","Issued","Residential New Building Permit","METRO CODE","9124 SUTTONRIDGE DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/22/2025","PB25-10412","Issued","Residential New Building Permit","METRO CODE","9121 SUTTONRIDGE DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/22/2025","PB25-10415","Issued","Residential New Building Permit","METRO CODE","9116 SUTTONRIDGE DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/22/2025","PB25-10416","Finaled","Residential New Building Permit","METRO CODE","908 N BAILEY AVE, Fort Worth TX 76107",,"Sara Miller",,
"07/22/2025","PB25-10421","Issued","Residential New Building Permit","METRO CODE","7881 WHISTERWHEEL WAY, Fort Worth TX 76123 United States",,"April Wheeler",,
"07/22/2025","PB25-10422","Finaled","Residential New Building Permit","METRO CODE","4972 GREY FALLOW ST, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/22/2025","PB25-10424","Finaled","Residential New Building Permit","METRO CODE","1453 BARBACOA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/22/2025","PB25-10425","Finaled","Residential New Building Permit","METRO CODE","1444 BARBACOA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/22/2025","PB25-10428","Issued","Residential New Building Permit","METRO CODE","13225 CEDAR SAGE TRL, Fort Worth TX 76008",,"April Wheeler",,
"07/22/2025","PB25-10429","Finaled","Residential New Building Permit","METRO CODE","1456 BARBACOA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/22/2025","PB25-10430","Finaled","Residential New Building Permit","METRO CODE","1457 BARBACOA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/22/2025","PB25-10433","Issued","Residential New Building Permit","Pulte Homes","15924 DAUNTLESS COVE DR, Fort Worth TX 76052 United States",,"Stacie Hamby",,
"07/22/2025","PB25-10434","Issued","Residential New Building Permit","Pulte Homes","15928 DAUNTLESS COVE DR, Fort Worth TX 76052 United States",,"Stacie Hamby",,
"07/22/2025","PB25-10442","Awaiting Client Reply","Residential New Building Permit","2508 RACE ST","2508 RACE ST, Fort Worth TX 76111 United States",,"Camille Henderson",,
"07/22/2025","PB25-10450","Issued","Residential New Building Permit","GRAHAM HART HOME BUILDER","7301 WAYWARD WIND DR, Fort Worth TX 76179 United States",,"Stacie Hamby",,
"07/22/2025","PB25-10452","Issued","Residential New Building Permit","GRAHAM HART HOME BUILDER","7349 SAKER ST, Fort Worth TX 76179 United States",,"Stacie Hamby",,
"07/22/2025","PB25-10454","Issued","Residential New Building Permit","METRO CODE","2508 TANAGER ST, Fort Worth TX 76118 United States",,"April Wheeler",,
"07/22/2025","PB25-10457","Issued","Residential New Building Permit","Bureau Veritas","7836 WHISTERWHEEL WAY, Fort Worth TX 76123 United States",,"Adriana Perez",,
"07/22/2025","PB25-10460","Finaled","Residential New Building Permit","Bureau Veritas","1433 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/22/2025","PB25-10461","Finaled","Residential New Building Permit","Bureau Veritas","1432 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/21/2025","PB25-10399","Issued","Residential New Building Permit","Cesar Resident","1033 E BOWIE ST, Fort Worth TX 76104",,"perezsoto",,
"07/21/2025","PB25-10336","Issued","Residential New Building Permit","METRO CODE","10940 CACAO DR, Fort Worth TX 76008 United States",,"April Wheeler",,
"07/21/2025","PB25-10337","Issued","Residential New Building Permit","METRO CODE","4128 DRIFTERS BEND DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/21/2025","PB25-10338","Issued","Residential New Building Permit","METRO CODE","6928 FREIGHT TRAIN LN, Fort Worth TX 76036 United States",,"April Wheeler",,
"07/21/2025","PB25-10339","Finaled","Residential New Building Permit","METRO CODE","4532 LYRE LEAF DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/21/2025","PB25-10340","Finaled","Residential New Building Permit","METRO CODE","4541 LYRE LEAF DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/21/2025","PB25-10342","Issued","Residential New Building Permit","METRO CODE","12737 BIG RANCH RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/21/2025","PB25-10343","Issued","Residential New Building Permit","METRO CODE","12741 BIG RANCH RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"07/21/2025","PB25-10347","Issued","Residential New Building Permit","Bureau Veritas","2013 GREY BIRCH PL, Fort Worth TX 76008 United States",,"Adriana Perez",,
"07/21/2025","PB25-10348","Issued","Residential New Building Permit","Bureau Veritas","17124 SABINO DR, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/21/2025","PB25-10351","Finaled","Residential New Building Permit","Bureau Veritas","1445 INDIAN MALLOW LN, Fort Worth TX 76247 United States",,"Adriana Perez",,
"07/21/2025","PB25-10352","Issued","Residential New Building Permit","RIS-3116 PECAN ST-JUAN RAMIREZ","3116 N PECAN ST, Fort Worth TX 76106",,"Christina Parra",,
"07/21/2025","PB25-10353","Finaled","Residential New Building Permit","METRO CODE","1469 BARBACOA DR, Fort Worth TX 76052 United States",,"April Wheeler",,
"07/21/2025","PB25-10355","Issued","Residential New Building Permit","METRO CODE","10004 BAWEAN DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"07/21/2025","PB25-10357","Issued","Residential New Building Permit","METRO CODE","10000 BAWEAN DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"07/21/2025","PB25-10358","Issued","Residential New Building Permit","METRO CODE","1244 CALAMIAN DR, Fort Worth TX 76036 United States",,"April Wheeler",,
"07/21/2025","PB25-10359","Issued","Residential New Building Permit","METRO CODE","4529 COPPER POINT DR, Fort Worth TX 76036",,"April Wheeler",,
"07/21/2025","PB25-10362","Finaled","Residential New Building Permit","RIS-1724 FOLIAGE DR- M/I HOMES","1724 FOLIAGE DR, Fort Worth TX 76131 United States",,"Diana Carter",,
"07/21/2025","PB25-10383","Finaled","Residential New Building Permit","RIS-1708 FOLIAGE DR-M/I HOMES","1708 FOLIAGE DR, Fort Worth TX 76131 United States",,"Diana Carter",,
"07/21/2025","PB25-10432","Issued","Residential New Building Permit","1818 E Tucker St","1818 E TUCKER ST, Fort Worth TX 76104",,"Lexi Martinez",,
"07/18/2025","PB25-10298","Finaled","Residential New Building Permit","METRO CODE","6708 ROCKSHIRE DR, Fort Worth TX 76123",,"Sara Miller",,
"07/18/2025","PB25-10297","Finaled","Residential New Building Permit","METRO CODE","4536 LYRE LEAF DR, Fort Worth TX 76036 United States",,"Sara Miller",,
"07/18/2025","PB25-10295","Finaled","Residential New Building Permit","Bureau Veritas","9324 HAWKSBILL RD, Fort Worth TX 76118 United States",,"Adriana Perez",,
